dataset,sample,method,endpoint,metric,operating_point,physical_bpp,quality,pareto_retained,dominating_points
Owlii,basketball_player,Original_Unicorn,Original Unicorn,YUV611,R05,0.10424293879683554,39.6404,True,[]
Owlii,basketball_player,Original_Unicorn,Original Unicorn,YUV611,R06,0.07244256276869246,38.165737500000006,True,[]
Owlii,basketball_player,Original_Unicorn,Original Unicorn,YUV611,R07,0.05131264466847606,36.93295,True,[]
Owlii,basketball_player,Original_Unicorn,Original Unicorn,YUV611,R08,0.03738679279643615,35.7552375,True,[]
Owlii,basketball_player,Original_Unicorn,Original Unicorn,YUV611,R09,0.02860526715706899,34.54065,True,[]
Owlii,basketball_player,Ours,Ours Base,Y,16k,0.1771376396133215,39.3337,True,[]
Owlii,basketball_player,Ours,Ours Base,Y,1k,0.06098839889125703,35.2484,True,[]
Owlii,basketball_player,Ours,Ours Base,Y,2k,0.09249739706637763,36.913,True,[]
Owlii,basketball_player,Ours,Ours Base,Y,32k,0.23675957684902482,40.1079,True,[]
Owlii,basketball_player,Ours,Ours Base,Y,4k,0.15043135225698523,38.7556,True,[]
Owlii,basketball_player,Ours,Ours Base,Y,512,0.04815772584609472,34.2214,True,[]
Owlii,basketball_player,Ours,Ours Base,Y,8k,0.13171283707833417,38.1844,True,[]
Owlii,basketball_player,Ours,Ours Base,YUV611,16k,0.1771376396133215,41.2746,True,[]
Owlii,basketball_player,Ours,Ours Base,YUV611,1k,0.06098839889125703,37.674362499999994,True,[]
Owlii,basketball_player,Ours,Ours Base,YUV611,2k,0.09249739706637763,39.09245,True,[]
Owlii,basketball_player,Ours,Ours Base,YUV611,32k,0.23675957684902482,41.9698,True,[]
Owlii,basketball_player,Ours,Ours Base,YUV611,4k,0.15043135225698523,40.594125,True,[]
Owlii,basketball_player,Ours,Ours Base,YUV611,512,0.04815772584609472,36.8686875,True,[]
Owlii,basketball_player,Ours,Ours Base,YUV611,8k,0.13171283707833417,40.2528,True,[]
Owlii,basketball_player,Ours,Ours Full,Y,16k,0.3289856910867264,42.0039,True,[]
Owlii,basketball_player,Ours,Ours Full,Y,1k,0.0683934153628973,35.7023,True,[]
Owlii,basketball_player,Ours,Ours Full,Y,2k,0.10911598220083218,37.8269,True,[]
Owlii,basketball_player,Ours,Ours Full,Y,32k,0.7627568866276404,46.0289,True,[]
Owlii,basketball_player,Ours,Ours Full,Y,4k,0.16116209525795103,39.1507,True,[]
Owlii,basketball_player,Ours,Ours Full,Y,512,0.04967490018424625,34.3225,True,[]
Owlii,basketball_player,Ours,Ours Full,Y,8k,0.21787025396342957,40.2047,True,[]
Owlii,basketball_player,Ours,Ours Full,YUV611,16k,0.3289856910867264,43.3815125,True,[]
Owlii,basketball_player,Ours,Ours Full,YUV611,1k,0.0683934153628973,38.01715,True,[]
Owlii,basketball_player,Ours,Ours Full,YUV611,2k,0.10911598220083218,39.781487500000004,True,[]
Owlii,basketball_player,Ours,Ours Full,YUV611,32k,0.7627568866276404,46.4487625,True,[]
Owlii,basketball_player,Ours,Ours Full,YUV611,4k,0.16116209525795103,40.8840875,True,[]
Owlii,basketball_player,Ours,Ours Full,YUV611,512,0.04967490018424625,36.942400000000006,True,[]
Owlii,basketball_player,Ours,Ours Full,YUV611,8k,0.21787025396342957,41.8044875,True,[]
Owlii,dancer,Original_Unicorn,Original Unicorn,Y,R01,0.642301413883579,43.7078,True,[]
Owlii,dancer,Original_Unicorn,Original Unicorn,Y,R02,0.47317096795330166,42.3251,True,[]
Owlii,dancer,Original_Unicorn,Original Unicorn,Y,R03,0.34334323783043086,40.6622,True,[]
Owlii,dancer,Original_Unicorn,Original Unicorn,Y,R04,0.1875567989197166,38.3459,True,[]
Owlii,dancer,Original_Unicorn,Original Unicorn,Y,R05,0.13145727154370562,36.7839,True,[]
Owlii,dancer,Original_Unicorn,Original Unicorn,Y,R06,0.08935128867668132,35.0289,True,[]
Owlii,dancer,Original_Unicorn,Original Unicorn,Y,R07,0.064566305527621,33.5418,True,[]
Owlii,dancer,Original_Unicorn,Original Unicorn,Y,R08,0.046652745292989836,31.9824,True,[]
Owlii,dancer,Original_Unicorn,Original Unicorn,Y,R09,0.0361803777003524,30.6671,True,[]
Owlii,dancer,Original_Unicorn,Original Unicorn,YUV611,R01,0.642301413883579,45.1165625,True,[]
Owlii,dancer,Original_Unicorn,Original Unicorn,YUV611,R02,0.47317096795330166,43.8898625,True,[]
Owlii,dancer,Original_Unicorn,Original Unicorn,YUV611,R03,0.34334323783043086,42.420212500000005,True,[]
Owlii,dancer,Original_Unicorn,Original Unicorn,YUV611,R04,0.1875567989197166,40.3196625,True,[]
Owlii,dancer,Original_Unicorn,Original Unicorn,YUV611,R05,0.13145727154370562,39.0010625,True,[]
Owlii,dancer,Original_Unicorn,Original Unicorn,YUV611,R06,0.08935128867668132,37.38895,True,[]
Owlii,dancer,Original_Unicorn,Original Unicorn,YUV611,R07,0.064566305527621,36.1417,True,[]
Owlii,dancer,Original_Unicorn,Original Unicorn,YUV611,R08,0.046652745292989836,34.890125,True,[]
Owlii,dancer,Original_Unicorn,Original Unicorn,YUV611,R09,0.0361803777003524,33.822537499999996,True,[]
Owlii,dancer,Ours,Ours Base,Y,16k,0.21620482082166492,38.513,True,[]
Owlii,dancer,Ours,Ours Base,Y,1k,0.07260005868628194,33.5125,True,[]
Owlii,dancer,Ours,Ours Base,Y,2k,0.11192556528279096,35.0693,True,[]
Owlii,dancer,Ours,Ours Base,Y,32k,0.2855230058771747,39.382,True,[]
Owlii,dancer,Ours,Ours Base,Y,4k,0.19069053242132192,38.0255,True,[]
Owlii,dancer,Ours,Ours Base,Y,512,0.056270458294280366,32.6528,True,[]
Owlii,dancer,Ours,Ours Base,Y,8k,0.16299972366168214,37.3145,True,[]
Owlii,dancer,Ours,Ours Base,YUV611,16k,0.21620482082166492,40.7278625,True,[]
Owlii,dancer,Ours,Ours Base,YUV611,1k,0.07260005868628194,36.251287500000004,True,[]
Owlii,dancer,Ours,Ours Base,YUV611,2k,0.11192556528279096,37.606375,True,[]
Owlii,dancer,Ours,Ours Base,YUV611,32k,0.2855230058771747,41.49431249999999,True,[]
Owlii,dancer,Ours,Ours Base,YUV611,4k,0.19069053242132192,40.140750000000004,True,[]
Owlii,dancer,Ours,Ours Base,YUV611,512,0.056270458294280366,35.515175,True,[]
Owlii,dancer,Ours,Ours Base,YUV611,8k,0.16299972366168214,39.680237500000004,True,[]
Owlii,dancer,Ours,Ours Full,Y,16k,0.4089009426840143,41.4612,True,[]
Owlii,dancer,Ours,Ours Full,Y,1k,0.08606941504590919,34.789,True,[]
Owlii,dancer,Ours,Ours Full,Y,2k,0.14077870428666253,36.8635,True,[]
Owlii,dancer,Ours,Ours Full,Y,32k,0.9174774015081805,45.6367,True,[]
Owlii,dancer,Ours,Ours Full,Y,4k,0.2038294223389617,38.377,True,[]
Owlii,dancer,Ours,Ours Full,Y,512,0.06123885031864372,33.3529,True,[]
Owlii,dancer,Ours,Ours Full,Y,8k,0.28044065990729844,39.5917,True,[]
Owlii,dancer,Ours,Ours Full,YUV611,16k,0.4089009426840143,43.121325000000006,True,[]
Owlii,dancer,Ours,Ours Full,YUV611,1k,0.08606941504590919,37.22025,True,[]
Owlii,dancer,Ours,Ours Full,YUV611,2k,0.14077870428666253,38.9577375,True,[]
Owlii,dancer,Ours,Ours Full,YUV611,32k,0.9174774015081805,46.2951375,True,[]
Owlii,dancer,Ours,Ours Full,YUV611,4k,0.2038294223389617,40.41055,True,[]
Owlii,dancer,Ours,Ours Full,YUV611,512,0.06123885031864372,36.03355,True,[]
Owlii,dancer,Ours,Ours Full,YUV611,8k,0.28044065990729844,41.4919375,True,[]
Owlii,exercise,Original_Unicorn,Original Unicorn,Y,R01,0.5696668139226674,42.463,True,[]
Owlii,exercise,Original_Unicorn,Original Unicorn,Y,R02,0.40004030164229193,41.2819,True,[]
Owlii,exercise,Original_Unicorn,Original Unicorn,Y,R03,0.2682725321056833,39.8922,True,[]
Owlii,exercise,Original_Unicorn,Original Unicorn,Y,R04,0.11401024591752114,38.0687,True,[]
Owlii,exercise,Original_Unicorn,Original Unicorn,Y,R05,0.07611430165779255,36.8737,True,[]
Owlii,exercise,Original_Unicorn,Original Unicorn,Y,R06,0.05087927333038821,35.6386,True,[]
Owlii,exercise,Original_Unicorn,Original Unicorn,Y,R07,0.03520503460516016,34.4896,True,[]
Owlii,exercise,Original_Unicorn,Original Unicorn,Y,R08,0.025855053593433933,33.3547,True,[]
Owlii,exercise,Original_Unicorn,Original Unicorn,Y,R09,0.021142861571609044,32.4324,True,[]
Owlii,exercise,Original_Unicorn,Original Unicorn,YUV611,R01,0.5696668139226674,43.887487500000006,True,[]
Owlii,exercise,Original_Unicorn,Original Unicorn,YUV611,R02,0.40004030164229193,42.845499999999994,True,[]
Owlii,exercise,Original_Unicorn,Original Unicorn,YUV611,R03,0.2682725321056833,41.6092,True,[]
Owlii,exercise,Original_Unicorn,Original Unicorn,YUV611,R04,0.11401024591752114,40.0661,True,[]
Owlii,exercise,Original_Unicorn,Original Unicorn,YUV611,R05,0.07611430165779255,39.08166249999999,True,[]
Owlii,exercise,Original_Unicorn,Original Unicorn,YUV611,R06,0.05087927333038821,37.9916375,True,[]
Owlii,exercise,Original_Unicorn,Original Unicorn,YUV611,R07,0.03520503460516016,36.996500000000005,True,[]
Owlii,exercise,Original_Unicorn,Original Unicorn,YUV611,R08,0.025855053593433933,36.0581,True,[]
Owlii,exercise,Original_Unicorn,Original Unicorn,YUV611,R09,0.021142861571609044,35.311550000000004,True,[]
Owlii,exercise,Ours,Ours Base,Y,16k,0.15188138916660854,38.3509,True,[]
Owlii,exercise,Ours,Ours Base,Y,1k,0.04405899540406272,35.2551,True,[]
Owlii,exercise,Ours,Ours Base,Y,2k,0.06946763080595535,36.5472,True,[]
Owlii,exercise,Ours,Ours Base,Y,32k,0.20940733334883396,39.0215,True,[]
Owlii,exercise,Ours,Ours Base,Y,4k,0.12188456679609694,37.8766,True,[]
Owlii,exercise,Ours,Ours Base,Y,512,0.03322095375386547,34.3692,True,[]
Owlii,exercise,Ours,Ours Base,Y,8k,0.10745037860292807,37.4713,True,[]
Owlii,exercise,Ours,Ours Base,YUV611,16k,0.15188138916660854,40.4887375,True,[]
Owlii,exercise,Ours,Ours Base,YUV611,1k,0.04405899540406272,37.740925,True,[]
Owlii,exercise,Ours,Ours Base,YUV611,2k,0.06946763080595535,38.8619875,True,[]
Owlii,exercise,Ours,Ours Base,YUV611,32k,0.20940733334883396,41.094437500000005,True,[]
Owlii,exercise,Ours,Ours Base,YUV611,4k,0.12188456679609694,39.948237500000005,True,[]
Owlii,exercise,Ours,Ours Base,YUV611,512,0.03322095375386547,36.964949999999995,True,[]
Owlii,exercise,Ours,Ours Base,YUV611,8k,0.10745037860292807,39.686499999999995,True,[]
Owlii,exercise,Ours,Ours Full,Y,16k,0.3289234036286979,40.7381,True,[]
Owlii,exercise,Ours,Ours Full,Y,1k,0.049453215218520155,35.5932,True,[]
Owlii,exercise,Ours,Ours Full,Y,2k,0.08261216644578266,37.1186,True,[]
Owlii,exercise,Ours,Ours Full,Y,32k,0.9380486254814884,45.2752,True,[]
Owlii,exercise,Ours,Ours Full,Y,4k,0.1298208902012757,38.1017,True,[]
Owlii,exercise,Ours,Ours Full,Y,512,0.034560208328489384,34.4706,True,[]
Owlii,exercise,Ours,Ours Full,Y,8k,0.19574197648554179,39.13,True,[]
Owlii,exercise,Ours,Ours Full,YUV611,16k,0.3289234036286979,42.3730875,True,[]
Owlii,exercise,Ours,Ours Full,YUV611,1k,0.049453215218520155,37.99478750000001,True,[]
Owlii,exercise,Ours,Ours Full,YUV611,2k,0.08261216644578266,39.28917500000001,True,[]
Owlii,exercise,Ours,Ours Full,YUV611,32k,0.9380486254814884,45.81968750000001,True,[]
Owlii,exercise,Ours,Ours Full,YUV611,4k,0.1298208902012757,40.10765,True,[]
Owlii,exercise,Ours,Ours Full,YUV611,512,0.034560208328489384,37.0369625,True,[]
Owlii,exercise,Ours,Ours Full,YUV611,8k,0.19574197648554179,40.966212500000005,True,[]
Owlii,model,Original_Unicorn,Original Unicorn,Y,R01,0.9143465272023777,43.3584,True,[]
Owlii,model,Original_Unicorn,Original Unicorn,Y,R02,0.6970863011303601,41.6618,True,[]
Owlii,model,Original_Unicorn,Original Unicorn,Y,R03,0.5179922615563546,39.721,True,[]
Owlii,model,Original_Unicorn,Original Unicorn,Y,R04,0.2787664099854809,36.8175,True,[]
Owlii,model,Original_Unicorn,Original Unicorn,Y,R05,0.207724760739181,35.4117,True,[]
Owlii,model,Original_Unicorn,Original Unicorn,Y,R06,0.14269142765923482,33.6115,True,[]
Owlii,model,Original_Unicorn,Original Unicorn,Y,R07,0.09587764441167304,31.7748,True,[]
Owlii,model,Original_Unicorn,Original Unicorn,Y,R08,0.06598201457989677,30.0816,True,[]
Owlii,model,Original_Unicorn,Original Unicorn,Y,R09,0.04931927541409795,28.5956,True,[]
Owlii,model,Original_Unicorn,Original Unicorn,YUV611,R01,0.9143465272023777,44.4966125,True,[]
Owlii,model,Original_Unicorn,Original Unicorn,YUV611,R02,0.6970863011303601,43.0218625,True,[]
Owlii,model,Original_Unicorn,Original Unicorn,YUV611,R03,0.5179922615563546,41.2835,True,[]
Owlii,model,Original_Unicorn,Original Unicorn,YUV611,R04,0.2787664099854809,38.687200000000004,True,[]
Owlii,model,Original_Unicorn,Original Unicorn,YUV611,R05,0.207724760739181,37.491062500000005,True,[]
Owlii,model,Original_Unicorn,Original Unicorn,YUV611,R06,0.14269142765923482,35.852087499999996,True,[]
Owlii,model,Original_Unicorn,Original Unicorn,YUV611,R07,0.09587764441167304,34.383075,True,[]
Owlii,model,Original_Unicorn,Original Unicorn,YUV611,R08,0.06598201457989677,33.004374999999996,True,[]
Owlii,model,Original_Unicorn,Original Unicorn,YUV611,R09,0.04931927541409795,31.817875,True,[]
Owlii,model,Ours,Ours Base,Y,16k,0.29618322931790714,36.2527,True,[]
Owlii,model,Ours,Ours Base,Y,1k,0.09737364216159512,31.6899,True,[]
Owlii,model,Ours,Ours Base,Y,2k,0.14115894215931463,32.9551,True,[]
Owlii,model,Ours,Ours Base,Y,32k,0.3782320164803004,37.0053,True,[]
Owlii,model,Ours,Ours Base,Y,4k,0.27019178873592753,36.0268,True,[]
Owlii,model,Ours,Ours Base,Y,512,0.08054062682913851,31.0083,True,[]
Owlii,model,Ours,Ours Base,Y,8k,0.22748895865481827,35.2429,True,[]
Owlii,model,Ours,Ours Base,YUV611,16k,0.29618322931790714,38.587912499999995,True,[]
Owlii,model,Ours,Ours Base,YUV611,1k,0.09737364216159512,34.382875000000006,True,[]
Owlii,model,Ours,Ours Base,YUV611,2k,0.14115894215931463,35.5084625,True,[]
Owlii,model,Ours,Ours Base,YUV611,32k,0.3782320164803004,39.28283749999999,True,[]
Owlii,model,Ours,Ours Base,YUV611,4k,0.27019178873592753,38.163237499999994,True,[]
Owlii,model,Ours,Ours Base,YUV611,512,0.08054062682913851,33.815225,True,[]
Owlii,model,Ours,Ours Base,YUV611,8k,0.22748895865481827,37.6266125,True,[]
Owlii,model,Ours,Ours Full,Y,16k,0.6210823178843187,40.768,True,[]
Owlii,model,Ours,Ours Full,Y,1k,0.12906933432661097,33.068,True,[]
Owlii,model,Ours,Ours Full,Y,2k,0.207238257405873,35.2292,True,[]
Owlii,model,Ours,Ours Full,Y,32k,1.2259154244361503,45.771,True,[]
Owlii,model,Ours,Ours Full,Y,4k,0.30676467681735603,36.9943,True,[]
Owlii,model,Ours,Ours Full,Y,512,0.08754627482877363,31.3899,True,[]
Owlii,model,Ours,Ours Full,Y,8k,0.42948514264429766,38.599,True,[]
Owlii,model,Ours,Ours Full,YUV611,16k,0.6210823178843187,42.149587499999996,True,[]
Owlii,model,Ours,Ours Full,YUV611,1k,0.12906933432661097,35.4317625,True,[]
Owlii,model,Ours,Ours Full,YUV611,2k,0.207238257405873,37.2133625,True,[]
Owlii,model,Ours,Ours Full,YUV611,32k,1.2259154244361503,45.94025,True,[]
Owlii,model,Ours,Ours Full,YUV611,4k,0.30676467681735603,38.9079875,True,[]
Owlii,model,Ours,Ours Full,YUV611,512,0.08754627482877363,34.1052,True,[]
Owlii,model,Ours,Ours Full,YUV611,8k,0.42948514264429766,40.217175,True,[]
